,Periodo,Tienda,Nombre_Producto,Temporada,Cantidad
184584,2022-01-01,8105,CAMISA HOMBRE,OI,23.0
184585,2022-01-01,8105,CAMISA HOMBRE,PV,2.0
184593,2022-01-01,8105,PANTALON HOMBRE,OI,32.0
184594,2022-01-01,8105,PANTALON HOMBRE,PV,3.0
184609,2022-01-01,8131,BOLSO BANDOLERA MUJER,OI,1.0
184610,2022-01-01,8131,BOLSO BANDOLERA MUJER,PV,1.0
184614,2022-01-01,8131,CAMISA MANGA LARGA MUJER,OI,10.0
184615,2022-01-01,8131,CAMISETA MUJER,OI,50.0
184616,2022-01-01,8131,CAMISETA MUJER,PV,2.0
184625,2022-01-01,8131,PANTALON MUJER,OI,43.0
184626,2022-01-01,8131,PANTALON MUJER,PV,12.0
184631,2022-01-01,8131,PUNTO MANGA LARGA MUJER,OI,57.0
184632,2022-01-01,8131,PUNTO MANGA LARGA MUJER,PV,1.0
184643,2022-01-01,8141,BOLSO BANDOLERA MUJER,OI,1.0
184644,2022-01-01,8141,BOLSO BANDOLERA MUJER,PV,10.0
184650,2022-01-01,8141,CAMISA MANGA LARGA MUJER,OI,46.0
184651,2022-01-01,8141,CAMISETA MUJER,OI,83.0
184652,2022-01-01,8141,CAMISETA MUJER,PV,5.0
184664,2022-01-01,8141,PANTALON MUJER,OI,85.0
184665,2022-01-01,8141,PANTALON MUJER,PV,24.0
184671,2022-01-01,8141,PUNTO MANGA LARGA MUJER,OI,123.0
184672,2022-01-01,8141,PUNTO MANGA LARGA MUJER,PV,12.0
184680,2022-01-01,8145,CAMISA HOMBRE,OI,48.0
184681,2022-01-01,8145,CAMISA HOMBRE,PV,1.0
184690,2022-01-01,8145,PANTALON HOMBRE,OI,40.0
184691,2022-01-01,8145,PANTALON HOMBRE,PV,6.0
184707,2022-01-01,8641,BOLSO BANDOLERA MUJER,PV,2.0
184713,2022-01-01,8641,CAMISA MANGA LARGA MUJER,OI,18.0
184714,2022-01-01,8641,CAMISETA MUJER,OI,56.0
184723,2022-01-01,8641,PANTALON MUJER,OI,34.0
184724,2022-01-01,8641,PANTALON MUJER,PV,9.0
184730,2022-01-01,8641,PUNTO MANGA LARGA MUJER,OI,48.0
184731,2022-01-01,8641,PUNTO MANGA LARGA MUJER,PV,3.0
184737,2022-01-01,8789,CAMISA HOMBRE,OI,1.0
184738,2022-01-01,8789,CAMISA MANGA LARGA MUJER,OI,5.0
184739,2022-01-01,8789,CAMISA MANGA LARGA MUJER,PV,1.0
184740,2022-01-01,8789,CAMISETA MUJER,OI,2.0
184745,2022-01-01,8789,PANTALON HOMBRE,OI,1.0
184746,2022-01-01,8789,PANTALON MUJER,OI,8.0
184747,2022-01-01,8789,PUNTO MANGA LARGA MUJER,OI,1.0
184758,2022-01-01,9001,BOLSO BANDOLERA MUJER,PV,1.0
184763,2022-01-01,9001,CAMISA MANGA LARGA MUJER,OI,14.0
184764,2022-01-01,9001,CAMISETA MUJER,OI,40.0
184773,2022-01-01,9001,PANTALON MUJER,OI,25.0
184774,2022-01-01,9001,PANTALON MUJER,PV,7.0
184779,2022-01-01,9001,PUNTO MANGA LARGA MUJER,OI,55.0
184780,2022-01-01,9001,PUNTO MANGA LARGA MUJER,PV,2.0
184785,2022-01-01,9005,CAMISA HOMBRE,OI,35.0
184786,2022-01-01,9005,CAMISA HOMBRE,PV,1.0
184791,2022-01-01,9005,PANTALON HOMBRE,OI,42.0
184792,2022-01-01,9005,PANTALON HOMBRE,PV,2.0
184807,2022-01-01,9061,BOLSO BANDOLERA MUJER,OI,2.0
184808,2022-01-01,9061,BOLSO BANDOLERA MUJER,PV,1.0
184815,2022-01-01,9061,CAMISA MANGA LARGA MUJER,OI,28.0
184816,2022-01-01,9061,CAMISETA MUJER,OI,54.0
184817,2022-01-01,9061,CAMISETA MUJER,PV,1.0
184827,2022-01-01,9061,PANTALON MUJER,OI,16.0
184828,2022-01-01,9061,PANTALON MUJER,PV,4.0
184833,2022-01-01,9061,PUNTO MANGA LARGA MUJER,OI,61.0
184834,2022-01-01,9061,PUNTO MANGA LARGA MUJER,PV,1.0
184844,2022-01-01,9101,BOLSO BANDOLERA MUJER,OI,2.0
184849,2022-01-01,9101,CAMISA MANGA LARGA MUJER,OI,13.0
184850,2022-01-01,9101,CAMISETA MUJER,OI,31.0
184851,2022-01-01,9101,CAMISETA MUJER,PV,2.0
184860,2022-01-01,9101,PANTALON MUJER,OI,30.0
184861,2022-01-01,9101,PANTALON MUJER,PV,1.0
184867,2022-01-01,9101,PUNTO MANGA LARGA MUJER,OI,22.0
184868,2022-01-01,9101,PUNTO MANGA LARGA MUJER,PV,3.0
184877,2022-01-01,9111,BOLSO BANDOLERA MUJER,OI,1.0
184878,2022-01-01,9111,BOLSO BANDOLERA MUJER,PV,9.0
184885,2022-01-01,9111,CAMISA MANGA LARGA MUJER,OI,12.0
184886,2022-01-01,9111,CAMISETA MUJER,OI,50.0
184897,2022-01-01,9111,PANTALON MUJER,OI,18.0
184898,2022-01-01,9111,PANTALON MUJER,PV,1.0
184903,2022-01-01,9111,PUNTO MANGA LARGA MUJER,OI,68.0
184904,2022-01-01,9111,PUNTO MANGA LARGA MUJER,PV,1.0
184912,2022-01-01,9121,BOLSO BANDOLERA MUJER,PV,-1.0
184916,2022-01-01,9121,CAMISA MANGA LARGA MUJER,OI,12.0
184917,2022-01-01,9121,CAMISETA MUJER,OI,13.0
184918,2022-01-01,9121,CAMISETA MUJER,PV,-2.0
184927,2022-01-01,9121,PANTALON MUJER,OI,20.0
184928,2022-01-01,9121,PANTALON MUJER,PV,3.0
184933,2022-01-01,9121,PUNTO MANGA LARGA MUJER,OI,50.0
184934,2022-01-01,9121,PUNTO MANGA LARGA MUJER,PV,2.0
184943,2022-01-01,9131,BOLSO BANDOLERA MUJER,OI,3.0
184944,2022-01-01,9131,BOLSO BANDOLERA MUJER,PV,1.0
184951,2022-01-01,9131,CAMISA MANGA LARGA MUJER,OI,20.0
184952,2022-01-01,9131,CAMISETA MUJER,OI,82.0
184953,2022-01-01,9131,CAMISETA MUJER,PV,8.0
184962,2022-01-01,9131,PANTALON MUJER,OI,38.0
184963,2022-01-01,9131,PANTALON MUJER,PV,11.0
184967,2022-01-01,9131,PUNTO MANGA LARGA MUJER,OI,98.0
184968,2022-01-01,9131,PUNTO MANGA LARGA MUJER,PV,2.0
184974,2022-01-01,9135,CAMISA HOMBRE,OI,29.0
184975,2022-01-01,9135,CAMISA HOMBRE,PV,0.0
184980,2022-01-01,9135,PANTALON HOMBRE,OI,53.0
184981,2022-01-01,9135,PANTALON HOMBRE,PV,-2.0
184996,2022-01-01,9151,BOLSO BANDOLERA MUJER,OI,2.0
184997,2022-01-01,9151,BOLSO BANDOLERA MUJER,PV,1.0
185003,2022-01-01,9151,CAMISA MANGA LARGA MUJER,OI,17.0
185004,2022-01-01,9151,CAMISETA MUJER,OI,72.0
185005,2022-01-01,9151,CAMISETA MUJER,PV,5.0
185016,2022-01-01,9151,PANTALON MUJER,OI,43.0
185017,2022-01-01,9151,PANTALON MUJER,PV,11.0
185023,2022-01-01,9151,PUNTO MANGA LARGA MUJER,OI,59.0
185024,2022-01-01,9151,PUNTO MANGA LARGA MUJER,PV,8.0
185032,2022-01-01,9155,CAMISA HOMBRE,OI,68.0
185033,2022-01-01,9155,CAMISA HOMBRE,PV,9.0
185041,2022-01-01,9155,PANTALON HOMBRE,OI,40.0
185042,2022-01-01,9155,PANTALON HOMBRE,PV,11.0
185058,2022-01-01,9156,BOLSO BANDOLERA MUJER,OI,15.0
185059,2022-01-01,9156,BOLSO BANDOLERA MUJER,PV,19.0
185087,2022-01-01,9161,BOLSO BANDOLERA MUJER,OI,1.0
185091,2022-01-01,9161,CAMISA MANGA LARGA MUJER,OI,4.0
185092,2022-01-01,9161,CAMISETA MUJER,OI,3.0
185093,2022-01-01,9161,CAMISETA MUJER,PV,4.0
185100,2022-01-01,9161,PANTALON MUJER,OI,5.0
185101,2022-01-01,9161,PANTALON MUJER,PV,2.0
185106,2022-01-01,9161,PUNTO MANGA LARGA MUJER,OI,33.0
185107,2022-01-01,9161,PUNTO MANGA LARGA MUJER,PV,0.0
185112,2022-01-01,9165,CAMISA HOMBRE,OI,-4.0
185114,2022-01-01,9165,PANTALON HOMBRE,OI,-2.0
185115,2022-01-01,9165,PANTALON HOMBRE,PV,-1.0
185125,2022-01-01,9191,BOLSO BANDOLERA MUJER,OI,0.0
185126,2022-01-01,9191,BOLSO BANDOLERA MUJER,PV,4.0
185132,2022-01-01,9191,CAMISA MANGA LARGA MUJER,OI,14.0
185133,2022-01-01,9191,CAMISETA MUJER,OI,64.0
185134,2022-01-01,9191,CAMISETA MUJER,PV,1.0
185143,2022-01-01,9191,PANTALON MUJER,OI,29.0
185144,2022-01-01,9191,PANTALON MUJER,PV,8.0
185150,2022-01-01,9191,PUNTO MANGA LARGA MUJER,OI,70.0
185151,2022-01-01,9191,PUNTO MANGA LARGA MUJER,PV,1.0
185160,2022-01-01,9231,BOLSO BANDOLERA MUJER,PV,2.0
185165,2022-01-01,9231,CAMISA MANGA LARGA MUJER,OI,16.0
185166,2022-01-01,9231,CAMISETA MUJER,OI,50.0
185167,2022-01-01,9231,CAMISETA MUJER,PV,1.0
185174,2022-01-01,9231,PANTALON MUJER,OI,30.0
185175,2022-01-01,9231,PANTALON MUJER,PV,5.0
185182,2022-01-01,9231,PUNTO MANGA LARGA MUJER,OI,80.0
185183,2022-01-01,9231,PUNTO MANGA LARGA MUJER,PV,7.0
185194,2022-01-01,9411,BOLSO BANDOLERA MUJER,PV,4.0
185201,2022-01-01,9411,CAMISA MANGA LARGA MUJER,OI,26.0
185202,2022-01-01,9411,CAMISETA MUJER,OI,102.0
185203,2022-01-01,9411,CAMISETA MUJER,PV,3.0
185215,2022-01-01,9411,PANTALON MUJER,OI,49.0
185216,2022-01-01,9411,PANTALON MUJER,PV,19.0
185223,2022-01-01,9411,PUNTO MANGA LARGA MUJER,OI,103.0
185224,2022-01-01,9411,PUNTO MANGA LARGA MUJER,PV,14.0
185232,2022-01-01,9415,CAMISA HOMBRE,OI,25.0
185233,2022-01-01,9415,CAMISA HOMBRE,PV,1.0
185240,2022-01-01,9415,PANTALON HOMBRE,OI,23.0
185241,2022-01-01,9415,PANTALON HOMBRE,PV,8.0
185252,2022-01-01,9416,BOLSO BANDOLERA MUJER,OI,23.0
185253,2022-01-01,9416,BOLSO BANDOLERA MUJER,PV,14.0
185284,2022-01-01,9481,BOLSO BANDOLERA MUJER,PV,2.0
185289,2022-01-01,9481,CAMISA MANGA LARGA MUJER,OI,13.0
185290,2022-01-01,9481,CAMISETA MUJER,OI,11.0
185291,2022-01-01,9481,CAMISETA MUJER,PV,2.0
185300,2022-01-01,9481,PANTALON MUJER,OI,16.0
185301,2022-01-01,9481,PANTALON MUJER,PV,12.0
185305,2022-01-01,9481,PUNTO MANGA LARGA MUJER,OI,39.0
185309,2022-01-01,9485,CAMISA HOMBRE,OI,21.0
185312,2022-01-01,9485,PANTALON HOMBRE,OI,6.0
185316,2022-01-01,9695,CAMISA HOMBRE,OI,-3.0
185318,2022-01-01,9695,PANTALON HOMBRE,OI,-3.0
185325,2022-01-01,9701,BOLSO BANDOLERA MUJER,PV,1.0
185331,2022-01-01,9701,CAMISA MANGA LARGA MUJER,OI,11.0
185332,2022-01-01,9701,CAMISA MANGA LARGA MUJER,PV,1.0
185333,2022-01-01,9701,CAMISETA MUJER,OI,37.0
185334,2022-01-01,9701,CAMISETA MUJER,PV,1.0
185343,2022-01-01,9701,PANTALON MUJER,OI,24.0
185344,2022-01-01,9701,PANTALON MUJER,PV,7.0
185349,2022-01-01,9701,PUNTO MANGA LARGA MUJER,OI,54.0
185350,2022-01-01,9701,PUNTO MANGA LARGA MUJER,PV,3.0
185354,2022-01-01,9741,CAMISA MANGA LARGA MUJER,OI,-1.0
185356,2022-01-01,9741,PANTALON MUJER,OI,-1.0
185357,2022-01-01,9741,PUNTO MANGA LARGA MUJER,OI,-1.0
185364,2022-01-01,9751,BOLSO BANDOLERA MUJER,OI,1.0
185365,2022-01-01,9751,BOLSO BANDOLERA MUJER,PV,1.0
185372,2022-01-01,9751,CAMISA MANGA LARGA MUJER,OI,10.0
185373,2022-01-01,9751,CAMISETA MUJER,OI,84.0
185374,2022-01-01,9751,CAMISETA MUJER,PV,5.0
185381,2022-01-01,9751,PANTALON MUJER,OI,26.0
185382,2022-01-01,9751,PANTALON MUJER,PV,7.0
185386,2022-01-01,9751,PUNTO MANGA LARGA MUJER,OI,73.0
185387,2022-01-01,9751,PUNTO MANGA LARGA MUJER,PV,1.0
185392,2022-01-01,9755,CAMISA HOMBRE,OI,50.0
185398,2022-01-01,9755,PANTALON HOMBRE,OI,36.0
185399,2022-01-01,9755,PANTALON HOMBRE,PV,0.0
185414,2022-01-01,9891,BOLSO BANDOLERA MUJER,PV,1.0
185418,2022-01-01,9891,CAMISA MANGA LARGA MUJER,OI,12.0
185419,2022-01-01,9891,CAMISETA MUJER,OI,12.0
185427,2022-01-01,9891,PANTALON MUJER,OI,21.0
185428,2022-01-01,9891,PANTALON MUJER,PV,7.0
185433,2022-01-01,9891,PUNTO MANGA LARGA MUJER,OI,69.0
185437,2022-01-01,9895,PANTALON HOMBRE,OI,-2.0
185444,2022-01-01,9941,CAMISA MANGA LARGA MUJER,OI,10.0
185445,2022-01-01,9941,CAMISETA MUJER,OI,2.0
185451,2022-01-01,9941,PANTALON MUJER,OI,10.0
185452,2022-01-01,9941,PANTALON MUJER,PV,7.0
185455,2022-01-01,9941,PUNTO MANGA LARGA MUJER,OI,39.0
185463,2022-01-01,9951,BOLSO BANDOLERA MUJER,OI,2.0
185464,2022-01-01,9951,BOLSO BANDOLERA MUJER,PV,5.0
185470,2022-01-01,9951,CAMISA MANGA LARGA MUJER,OI,20.0
185471,2022-01-01,9951,CAMISETA MUJER,OI,55.0
185482,2022-01-01,9951,PANTALON MUJER,OI,36.0
185483,2022-01-01,9951,PANTALON MUJER,PV,5.0
185490,2022-01-01,9951,PUNTO MANGA LARGA MUJER,OI,78.0
185491,2022-01-01,9951,PUNTO MANGA LARGA MUJER,PV,4.0
185496,2022-01-01,9955,CAMISA HOMBRE,OI,62.0
185497,2022-01-01,9955,CAMISA HOMBRE,PV,2.0
185505,2022-01-01,9955,PANTALON HOMBRE,OI,31.0
185506,2022-01-01,9955,PANTALON HOMBRE,PV,3.0
185519,2022-01-01,10001,BOLSO BANDOLERA MUJER,OI,13.0
185520,2022-01-01,10001,BOLSO BANDOLERA MUJER,PV,7.0
185529,2022-01-01,10001,CAMISA HOMBRE,OI,3.0
185530,2022-01-01,10001,CAMISA HOMBRE,PV,3.0
185531,2022-01-01,10001,CAMISA MANGA LARGA MUJER,OI,16.0
185532,2022-01-01,10001,CAMISA MANGA LARGA MUJER,PV,12.0
185533,2022-01-01,10001,CAMISETA MUJER,OI,9.0
185534,2022-01-01,10001,CAMISETA MUJER,PV,3.0
185550,2022-01-01,10001,PANTALON MUJER,OI,9.0
185551,2022-01-01,10001,PANTALON MUJER,PV,3.0
185558,2022-01-01,10001,PUNTO MANGA LARGA MUJER,OI,9.0
185559,2022-01-01,10001,PUNTO MANGA LARGA MUJER,PV,1.0
185580,2022-01-01,10304,BOLSO BANDOLERA MUJER,OI,6.0
185581,2022-01-01,10304,BOLSO BANDOLERA MUJER,PV,4.0
185593,2022-01-01,10304,CAMISA HOMBRE,OI,22.0
185594,2022-01-01,10304,CAMISA HOMBRE,PV,1.0
185595,2022-01-01,10304,CAMISA MANGA LARGA MUJER,OI,31.0
185596,2022-01-01,10304,CAMISETA MUJER,OI,81.0
185597,2022-01-01,10304,CAMISETA MUJER,PV,3.0
185618,2022-01-01,10304,PANTALON HOMBRE,OI,23.0
185619,2022-01-01,10304,PANTALON HOMBRE,PV,10.0
185620,2022-01-01,10304,PANTALON MUJER,OI,75.0
185621,2022-01-01,10304,PANTALON MUJER,PV,15.0
185632,2022-01-01,10304,PUNTO MANGA LARGA MUJER,OI,138.0
185633,2022-01-01,10304,PUNTO MANGA LARGA MUJER,PV,14.0
185648,2022-01-01,11802,BOLSO BANDOLERA MUJER,OI,6.0
185649,2022-01-01,11802,BOLSO BANDOLERA MUJER,PV,3.0
185658,2022-01-01,11802,CAMISA MANGA LARGA MUJER,OI,32.0
185659,2022-01-01,11802,CAMISETA MUJER,OI,49.0
185672,2022-01-01,11802,PANTALON HOMBRE,OI,3.0
185673,2022-01-01,11802,PANTALON MUJER,OI,37.0
185674,2022-01-01,11802,PANTALON MUJER,PV,8.0
185682,2022-01-01,11802,PUNTO MANGA LARGA MUJER,OI,73.0
185683,2022-01-01,11802,PUNTO MANGA LARGA MUJER,PV,2.0
185699,2022-01-01,12702,BOLSO BANDOLERA MUJER,OI,4.0
185700,2022-01-01,12702,BOLSO BANDOLERA MUJER,PV,6.0
185709,2022-01-01,12702,CAMISA HOMBRE,OI,30.0
185710,2022-01-01,12702,CAMISA MANGA LARGA MUJER,OI,36.0
185711,2022-01-01,12702,CAMISETA MUJER,OI,73.0
185712,2022-01-01,12702,CAMISETA MUJER,PV,4.0
185734,2022-01-01,12702,PANTALON HOMBRE,OI,19.0
185735,2022-01-01,12702,PANTALON HOMBRE,PV,8.0
185736,2022-01-01,12702,PANTALON MUJER,OI,73.0
185737,2022-01-01,12702,PANTALON MUJER,PV,10.0
185748,2022-01-01,12702,PUNTO MANGA LARGA MUJER,OI,141.0
185749,2022-01-01,12702,PUNTO MANGA LARGA MUJER,PV,2.0
185764,2022-01-01,13004,BOLSO BANDOLERA MUJER,OI,4.0
185765,2022-01-01,13004,BOLSO BANDOLERA MUJER,PV,4.0
185775,2022-01-01,13004,CAMISA HOMBRE,OI,34.0
185776,2022-01-01,13004,CAMISA MANGA LARGA MUJER,OI,24.0
185777,2022-01-01,13004,CAMISETA MUJER,OI,66.0
185778,2022-01-01,13004,CAMISETA MUJER,PV,1.0
185800,2022-01-01,13004,PANTALON HOMBRE,OI,11.0
185801,2022-01-01,13004,PANTALON HOMBRE,PV,4.0
185802,2022-01-01,13004,PANTALON MUJER,OI,69.0
185803,2022-01-01,13004,PANTALON MUJER,PV,4.0
185817,2022-01-01,13004,PUNTO MANGA LARGA MUJER,OI,130.0
185818,2022-01-01,13004,PUNTO MANGA LARGA MUJER,PV,3.0
185835,2022-01-01,20306,BOLSO BANDOLERA MUJER,OI,3.0
185836,2022-01-01,20306,BOLSO BANDOLERA MUJER,PV,1.0
185843,2022-01-01,20306,CAMISA HOMBRE,OI,20.0
185844,2022-01-01,20306,CAMISA MANGA LARGA MUJER,OI,22.0
185845,2022-01-01,20306,CAMISETA MUJER,OI,54.0
185846,2022-01-01,20306,CAMISETA MUJER,PV,2.0
185863,2022-01-01,20306,PANTALON HOMBRE,OI,14.0
185864,2022-01-01,20306,PANTALON HOMBRE,PV,4.0
185865,2022-01-01,20306,PANTALON MUJER,OI,42.0
185866,2022-01-01,20306,PANTALON MUJER,PV,7.0
185874,2022-01-01,20306,PUNTO MANGA LARGA MUJER,OI,99.0
185875,2022-01-01,20306,PUNTO MANGA LARGA MUJER,PV,1.0
185896,2022-01-01,20401,BOLSO BANDOLERA MUJER,OI,9.0
185897,2022-01-01,20401,BOLSO BANDOLERA MUJER,PV,11.0
185910,2022-01-01,20401,CAMISA HOMBRE,OI,40.0
185911,2022-01-01,20401,CAMISA MANGA LARGA MUJER,OI,35.0
185912,2022-01-01,20401,CAMISETA MUJER,OI,116.0
185913,2022-01-01,20401,CAMISETA MUJER,PV,3.0
185936,2022-01-01,20401,PANTALON HOMBRE,OI,21.0
185937,2022-01-01,20401,PANTALON HOMBRE,PV,10.0
185938,2022-01-01,20401,PANTALON MUJER,OI,88.0
185939,2022-01-01,20401,PANTALON MUJER,PV,11.0
185952,2022-01-01,20401,PUNTO MANGA LARGA MUJER,OI,174.0
185953,2022-01-01,20401,PUNTO MANGA LARGA MUJER,PV,3.0
185972,2022-01-01,20807,BOLSO BANDOLERA MUJER,OI,1.0
185973,2022-01-01,20807,BOLSO BANDOLERA MUJER,PV,4.0
185984,2022-01-01,20807,CAMISA HOMBRE,OI,49.0
185985,2022-01-01,20807,CAMISA HOMBRE,PV,2.0
185986,2022-01-01,20807,CAMISA MANGA LARGA MUJER,OI,27.0
185987,2022-01-01,20807,CAMISA MANGA LARGA MUJER,PV,1.0
185988,2022-01-01,20807,CAMISETA MUJER,OI,57.0
185989,2022-01-01,20807,CAMISETA MUJER,PV,1.0
186008,2022-01-01,20807,PANTALON HOMBRE,OI,14.0
186009,2022-01-01,20807,PANTALON HOMBRE,PV,9.0
186010,2022-01-01,20807,PANTALON MUJER,OI,56.0
186011,2022-01-01,20807,PANTALON MUJER,PV,11.0
186022,2022-01-01,20807,PUNTO MANGA LARGA MUJER,OI,122.0
186023,2022-01-01,20807,PUNTO MANGA LARGA MUJER,PV,7.0
186042,2022-01-01,20902,BOLSO BANDOLERA MUJER,OI,2.0
186043,2022-01-01,20902,BOLSO BANDOLERA MUJER,PV,8.0
186055,2022-01-01,20902,CAMISA HOMBRE,OI,30.0
186056,2022-01-01,20902,CAMISA MANGA LARGA MUJER,OI,27.0
186057,2022-01-01,20902,CAMISA MANGA LARGA MUJER,PV,1.0
186058,2022-01-01,20902,CAMISETA MUJER,OI,70.0
186077,2022-01-01,20902,PANTALON HOMBRE,OI,11.0
186078,2022-01-01,20902,PANTALON HOMBRE,PV,7.0
186079,2022-01-01,20902,PANTALON MUJER,OI,70.0
186080,2022-01-01,20902,PANTALON MUJER,PV,15.0
186092,2022-01-01,20902,PUNTO MANGA LARGA MUJER,OI,104.0
186093,2022-01-01,20902,PUNTO MANGA LARGA MUJER,PV,8.0
186110,2022-01-01,21001,BOLSO BANDOLERA MUJER,OI,8.0
186111,2022-01-01,21001,BOLSO BANDOLERA MUJER,PV,7.0
186122,2022-01-01,21001,CAMISA HOMBRE,OI,38.0
186123,2022-01-01,21001,CAMISA MANGA LARGA MUJER,OI,30.0
186124,2022-01-01,21001,CAMISETA MUJER,OI,54.0
186125,2022-01-01,21001,CAMISETA MUJER,PV,2.0
186144,2022-01-01,21001,PANTALON HOMBRE,OI,19.0
186145,2022-01-01,21001,PANTALON HOMBRE,PV,6.0
186146,2022-01-01,21001,PANTALON MUJER,OI,56.0
186147,2022-01-01,21001,PANTALON MUJER,PV,13.0
186158,2022-01-01,21001,PUNTO MANGA LARGA MUJER,OI,111.0
186159,2022-01-01,21001,PUNTO MANGA LARGA MUJER,PV,2.0
186178,2022-01-01,21504,BOLSO BANDOLERA MUJER,OI,14.0
186179,2022-01-01,21504,BOLSO BANDOLERA MUJER,PV,9.0
186190,2022-01-01,21504,CAMISA HOMBRE,OI,90.0
186191,2022-01-01,21504,CAMISA MANGA LARGA MUJER,OI,60.0
186192,2022-01-01,21504,CAMISETA MUJER,OI,83.0
186193,2022-01-01,21504,CAMISETA MUJER,PV,6.0
186218,2022-01-01,21504,PANTALON HOMBRE,OI,30.0
186219,2022-01-01,21504,PANTALON HOMBRE,PV,4.0
186220,2022-01-01,21504,PANTALON MUJER,OI,103.0
186221,2022-01-01,21504,PANTALON MUJER,PV,30.0
186233,2022-01-01,21504,PUNTO MANGA LARGA MUJER,OI,272.0
186234,2022-01-01,21504,PUNTO MANGA LARGA MUJER,PV,20.0
186257,2022-01-01,21505,BOLSO BANDOLERA MUJER,OI,14.0
186258,2022-01-01,21505,BOLSO BANDOLERA MUJER,PV,7.0
186269,2022-01-01,21505,CAMISA HOMBRE,OI,35.0
186270,2022-01-01,21505,CAMISA MANGA LARGA MUJER,OI,38.0
186271,2022-01-01,21505,CAMISETA MUJER,OI,94.0
186272,2022-01-01,21505,CAMISETA MUJER,PV,4.0
186297,2022-01-01,21505,PANTALON HOMBRE,OI,21.0
186298,2022-01-01,21505,PANTALON HOMBRE,PV,9.0
186299,2022-01-01,21505,PANTALON MUJER,OI,106.0
186300,2022-01-01,21505,PANTALON MUJER,PV,19.0
186313,2022-01-01,21505,PUNTO MANGA LARGA MUJER,OI,180.0
186314,2022-01-01,21505,PUNTO MANGA LARGA MUJER,PV,19.0
186337,2022-01-01,21507,BOLSO BANDOLERA MUJER,OI,5.0
186338,2022-01-01,21507,BOLSO BANDOLERA MUJER,PV,3.0
186346,2022-01-01,21507,CAMISA MANGA LARGA MUJER,OI,10.0
186347,2022-01-01,21507,CAMISETA MUJER,OI,35.0
186348,2022-01-01,21507,CAMISETA MUJER,PV,1.0
186364,2022-01-01,21507,PANTALON MUJER,OI,26.0
186365,2022-01-01,21507,PANTALON MUJER,PV,6.0
186370,2022-01-01,21507,PUNTO MANGA LARGA MUJER,OI,92.0
186371,2022-01-01,21507,PUNTO MANGA LARGA MUJER,PV,4.0
186384,2022-01-01,22602,BOLSO BANDOLERA MUJER,OI,4.0
186385,2022-01-01,22602,BOLSO BANDOLERA MUJER,PV,5.0
186392,2022-01-01,22602,CAMISA MANGA LARGA MUJER,OI,22.0
186393,2022-01-01,22602,CAMISA MANGA LARGA MUJER,PV,1.0
186394,2022-01-01,22602,CAMISETA MUJER,OI,56.0
186395,2022-01-01,22602,CAMISETA MUJER,PV,1.0
186410,2022-01-01,22602,PANTALON MUJER,OI,66.0
186411,2022-01-01,22602,PANTALON MUJER,PV,14.0
186418,2022-01-01,22602,PUNTO MANGA LARGA MUJER,OI,108.0
186419,2022-01-01,22602,PUNTO MANGA LARGA MUJER,PV,5.0
186434,2022-01-01,22807,BOLSO BANDOLERA MUJER,OI,7.0
186435,2022-01-01,22807,BOLSO BANDOLERA MUJER,PV,12.0
186444,2022-01-01,22807,CAMISA MANGA LARGA MUJER,OI,65.0
186445,2022-01-01,22807,CAMISETA MUJER,OI,152.0
186446,2022-01-01,22807,CAMISETA MUJER,PV,4.0
186463,2022-01-01,22807,PANTALON MUJER,OI,117.0
186464,2022-01-01,22807,PANTALON MUJER,PV,13.0
186474,2022-01-01,22807,PUNTO MANGA LARGA MUJER,OI,239.0
186475,2022-01-01,22807,PUNTO MANGA LARGA MUJER,PV,4.0
186494,2022-01-01,22808,BOLSO BANDOLERA MUJER,OI,16.0
186495,2022-01-01,22808,BOLSO BANDOLERA MUJER,PV,10.0
186506,2022-01-01,22808,CAMISA HOMBRE,OI,95.0
186507,2022-01-01,22808,CAMISA HOMBRE,PV,3.0
186508,2022-01-01,22808,CAMISA MANGA LARGA MUJER,OI,80.0
186509,2022-01-01,22808,CAMISA MANGA LARGA MUJER,PV,2.0
186510,2022-01-01,22808,CAMISETA MUJER,OI,91.0
186511,2022-01-01,22808,CAMISETA MUJER,PV,5.0
186541,2022-01-01,22808,PANTALON HOMBRE,OI,32.0
186542,2022-01-01,22808,PANTALON HOMBRE,PV,13.0
186543,2022-01-01,22808,PANTALON MUJER,OI,173.0
186544,2022-01-01,22808,PANTALON MUJER,PV,23.0
186557,2022-01-01,22808,PUNTO MANGA LARGA MUJER,OI,290.0
186558,2022-01-01,22808,PUNTO MANGA LARGA MUJER,PV,17.0
186583,2022-01-01,23103,BOLSO BANDOLERA MUJER,OI,5.0
186584,2022-01-01,23103,BOLSO BANDOLERA MUJER,PV,6.0
186594,2022-01-01,23103,CAMISA HOMBRE,OI,32.0
186595,2022-01-01,23103,CAMISA MANGA LARGA MUJER,OI,40.0
186596,2022-01-01,23103,CAMISETA MUJER,OI,71.0
186597,2022-01-01,23103,CAMISETA MUJER,PV,8.0
186616,2022-01-01,23103,PANTALON HOMBRE,OI,22.0
186617,2022-01-01,23103,PANTALON HOMBRE,PV,2.0
186618,2022-01-01,23103,PANTALON MUJER,OI,82.0
186619,2022-01-01,23103,PANTALON MUJER,PV,14.0
186631,2022-01-01,23103,PUNTO MANGA LARGA MUJER,OI,156.0
